,Año,Actividad,Capital Federal,Gran Buenos Aires,Resto Bs As,Catamarca,Cordoba,Corrientes,Chaco,Chubut,Entre Rios,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquen,Rio Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucuman
112,2019-01-01,Elimin. de desperdicios y aguas residuales (43),"1,967,148","103,700","77,423",2,"50,326","1,045",95,"12,575","4,532",228,532,286,-,"8,126","1,250","90,053","2,981","3,704","1,740","5,018","15,709","241,436","6,824","12,431","5,396"
113,2019-01-01,Esparcimiento y servicios culturales y deportivos,"3,423,463","278,810","203,016","1,037","105,837","42,969","15,507","26,476","103,814",844,"13,739","3,261","1,197","105,710","30,028","27,063","25,309","17,990","759,279","4,429","272,368","173,807","11,631","18,350","13,560"
114,2019-01-01,Otras asociaciones,"1,611,300","363,081","123,925","2,171","110,565","13,365","821,108","13,094","25,345","1,087","4,870","6,030","3,525","17,571","11,213","429,539","12,432","35,495","17,918","1,177","11,368","84,406","3,154","9,047","331,613"
115,2019-01-01,Organizaciones y órganos extraterritoriales,"66,192","2,321","1,483",-,986,172,-,217,972,-,205,-,-,92,182,43,189,275,62,172,258,"15,754",47,100,"7,305"
116,2019-01-01,Otros servicios,"49,426,894","8,387,342","6,046,601","167,576","5,692,752","604,067","439,983","666,565","1,784,162","231,390","169,822","774,144","399,546","3,577,811","1,163,310","1,078,627","818,298","588,151","555,093","787,352","634,756","7,174,576","288,208","253,954","1,389,089"
117,2019-01-01,Total de actividades económicas,"1,092,729,941","240,800,243","241,094,496","5,157,962","151,635,635","16,008,609","19,371,978","23,048,945","32,182,716","7,323,545","14,973,282","15,101,298","5,839,457","57,557,793","24,713,836","33,945,959","16,962,846","34,639,712","10,590,592","8,819,486","10,060,727","185,154,518","13,450,395","14,294,994","41,021,011"
118,2019-02-01,No identificada,"27,126,492","8,587,685","7,340,886","86,682","6,326,607","176,997","202,167","321,789","132,326","10,666","145,932","108,568","18,564","829,819","116,529","2,451,198","231,326","288,313","213,374","162,116","79,602","1,297,875","121,444","255,235","414,362"
119,2019-02-01,Personas físicas en relación de dependencia laboral,"229,870,308","117,980,417","114,546,832","3,680,646","50,180,156","9,348,079","9,546,663","14,718,345","12,829,287","6,024,302","8,162,064","5,997,358","3,329,219","22,385,447","15,500,477","16,603,366","8,920,253","20,095,856","5,366,089","3,887,403","6,795,311","50,691,054","10,293,293","8,008,920","21,950,505"
120,2019-02-01,Producción primaria,"162,325,673","8,974,158","39,440,992","268,352","32,317,950","2,418,859","2,209,535","2,199,814","5,411,183","140,177","790,529","3,777,770","549,991","6,506,331","812,406","4,886,454","2,449,274","4,133,034","1,048,951","1,506,884","279,694","27,117,406","497,793","41,797","5,671,894"
121,2019-02-01,"Agricultura, ganadería, caza y silvicultura","78,774,847","8,411,603","38,093,822","253,648","31,723,731","2,371,266","2,199,708","403,883","5,337,521","139,996","586,863","3,722,819","547,337","5,775,513","797,718","318,137","2,328,599","4,057,133","717,204","1,468,319","78,297","26,650,853","469,880","15,326","5,004,664"
122,2019-02-01,Cultivos y servicios agrícolas,"45,395,557","4,979,627","28,330,682","242,614","25,604,682","390,578","1,792,522","240,829","3,525,619","30,981","548,142","1,907,566","544,377","3,594,242","596,248","220,333","2,127,167","3,361,498","613,832","358,388","24,914","21,886,913","427,180","10,262","4,509,799"
123,2019-02-01,Cultivos agrícolas,"24,679,268","2,926,327","17,365,534","206,512","16,055,054","74,940","899,642","203,545","2,109,575","7,175","184,642","720,686","75,256","996,009","14,481","172,730","737,082","2,643,693","394,659","246,120","14,234","15,625,350","163,144",63,"3,078,870"
124,2019-02-01,"Cereales, oleaginosas y forrajeras","21,617,650","2,653,170","16,325,767","67,829","15,811,814","36,079","895,229","158,957","1,943,699","6,312","74,402","717,268","60,714","199,187","10,475","16,383","62,105","1,776,373","17,268","241,991","10,846","15,464,702","158,486",46,"843,002"
125,2019-02-01,"Hortalizas, leg., flores y plantas ornam.","1,400,091","227,717","988,070","134,825","231,553","20,255","4,233","19,901","24,384",588,"91,377","3,055","5,609","388,515","2,804","3,936","25,055","532,943","341,739","3,307",-,"145,594","1,667",17,"168,563"
126,2019-02-01,Frutas -exc. vid para vinificar- y nueces,"1,661,527","45,442","51,698","3,859","11,687","18,606",180,"24,687","141,492",275,"18,863",363,"8,933","408,309","1,203","152,412","649,921","334,377","35,651",821,"3,389","15,054","2,991",-,"2,067,305"
127,2019-02-01,Cultivos industriales (9),"13,052,052","137,788","5,770,522","32,121","6,405,151","213,337","543,277","29,369","1,082,945","15,382","339,591","830,115","468,362","2,496,846","347,898","37,878","72,272","538,301","196,014","51,060","5,208","4,065,205","140,410","1,118","815,868"
128,2019-02-01,Plantas para la obtención de fibras,"151,552","10,372","43,468",-,"310,373","1,293","292,578",370,"1,219","1,509",-,-,-,881,-,263,46,705,711,740,75,"10,088","26,509",712,"156,806"
129,2019-02-01,Plantas sacaríferas,"164,599",339,20,14,425,39,36,-,-,-,"11,751",-,9,-,545,-,-,"87,508",503,182,-,"2,094",224,-,"395,932"
130,2019-02-01,Vid para vinificar,"794,143","1,901","1,139","19,950",533,-,-,119,470,-,-,-,"188,368","2,394,095",-,"16,980","12,737","45,379","186,543",595,-,"7,926",124,1,"7,736"
131,2019-02-01,Plantas para preparar bebidas,"37,762",272,797,-,"13,630","5,308",347,-,42,-,-,-,-,-,"226,588",-,3,8,-,-,-,85,-,-,"4,356"
132,2019-02-01,Tabaco,"184,798","49,336","2,615",202,"2,592","3,744",308,-,147,-,"312,567",56,383,211,"8,548",3,2,"115,943",29,-,-,793,7,-,"9,497"
133,2019-02-01,Especias y plantas arom. y medicinales,"4,982","16,716",431,21,"2,961",47,33,-,451,-,448,-,141,730,"10,921",37,-,718,-,-,-,"3,343",135,-,304
134,2019-02-01,Otros cultivos industriales,"11,714,217","58,851","5,722,051","11,933","6,074,636","202,906","249,974","28,881","1,080,614","13,873","14,824","830,059","279,461","100,930","101,295","20,595","59,484","288,042","8,228","49,543","5,133","4,040,875","113,412",405,"241,238"
135,2019-02-01,Producción de semillas (10),"420,349","1,362,765","1,678,642",206,"110,187",768,"1,749","1,521","3,068",-,211,126,1,"8,820",17,"1,731",315,"4,040","8,642",544,328,"234,693",1,-,"214,991"
136,2019-02-01,Servicios agrícolas,"7,243,887","552,747","3,515,985","3,775","3,034,290","101,533","347,855","6,393","330,033","8,423","23,699","356,640",759,"92,567","233,852","7,994","1,317,499","175,463","14,518","60,665","5,144","1,961,665","123,626","9,080","400,070"
137,2019-02-01,Cría de animales y servicios pecuarios (11),"33,103,435","3,271,635","9,740,523","11,026","6,053,958","1,938,276","338,309","161,619","1,796,383","108,692","37,101","1,813,066","2,959","2,172,671","55,520","95,228","200,800","688,635","102,471","1,109,431","52,964","4,747,178","30,798","3,702","490,593"
138,2019-02-01,Cría de ganado (12),"30,282,959","3,153,444","9,048,032","8,603","5,634,454","1,917,049","320,011","155,207","1,105,389","107,795","4,661","1,751,789","2,756","2,087,295","41,554","92,866","190,529","679,872","89,940","1,102,010","51,346","4,489,510","23,589","3,105","471,620"
139,2019-02-01,Bovino (13),"18,558,588","1,989,151","7,107,407","4,361","2,061,761","1,570,829","281,717","37,027","758,896","107,795","2,536","1,699,792","2,353","182,304","22,786","63,571","164,035","634,495","35,913","869,367","1,889","2,265,433","17,345","1,298","53,731"
140,2019-02-01,Ovino (14),"932,979","180,427","28,934",-,"12,644","1,113","1,179","40,334","2,859",-,-,"1,402",389,441,-,"5,787","5,443",159,-,36,"44,600","8,602",-,"1,177","3,526"
141,2019-02-01,Porcino (15),"379,399","17,271","234,805",788,"366,963","38,594","22,418","1,507","40,149",-,"1,271",211,-,"2,324","16,663","4,472",977,"10,781","2,803",626,198,"110,742","1,256",143,"2,357"
142,2019-02-01,Equino (16),"49,296",769,"18,724",-,"1,623",35,-,-,533,-,-,6,-,561,-,17,12,307,-,-,-,"1,458",2,192,"1,395"
143,2019-02-01,Caprino (17),"7,074",129,"5,032",-,"4,585",2,-,-,"1,496",-,144,-,-,-,-,127,-,-,10,20,"4,549",307,-,-,423
144,2019-02-01,En cabañas y haras (18),"136,649","20,886","168,679",188,"48,917","5,175","7,381",297,"5,278",-,174,325,-,"1,141",132,"1,446","1,961","3,016",35,855,-,"9,198",-,-,"1,809"
145,2019-02-01,Producción de leche (19),"1,721,881","22,031","1,025,627","3,091","1,434,445",246,323,38,"178,255",-,-,"39,835",14,69,-,2,"10,022","9,855","1,087","3,187",-,"1,891,648","1,330",-,"6,535"
146,2019-02-01,Producción de lana y pelos de ganado,543,"19,819",48,-,"2,293",-,4,"1,454",-,-,-,-,-,-,-,-,144,-,-,-,90,8,-,-,49
147,2019-02-01,Otros,"8,496,549","902,961","458,775",175,"1,701,223","301,055","6,991","74,551","117,924",-,537,"10,218",-,"1,900,455","1,973","17,445","7,935","21,258","50,093","227,918",20,"202,117","3,657",296,"401,793"
148,2019-02-01,Servicios pecuarios (exc. los veterinarios),"1,868,624","75,732","451,589","1,376","304,838","13,940","14,007","6,073","149,225",895,575,"57,335",201,"54,311","13,966","2,032","3,352","7,307","9,149","5,995","1,204","195,526","7,070",192,"11,914"
149,2019-02-01,Producc. de granja y cría de animales (20),"951,852","42,460","240,901","1,046","114,667","7,286","4,290",340,"541,769",2,"31,864","3,943",2,"31,065",-,331,"6,919","1,456","3,381","1,426",413,"62,142",139,405,"7,059"
150,2019-02-01,"Caza, captura de animales vivos y silvicultura","275,855","160,340","22,616",8,"65,092","42,413","68,877","1,433","15,518",324,"1,619","2,186",1,"8,600","145,951","2,575",632,"7,001",901,500,419,"16,762","11,902","1,362","4,270"
151,2019-02-01,Caza y captura de animales vivos (21),"5,447","4,358",449,1,"56,588",66,10,136,529,-,-,17,-,30,-,42,11,62,-,-,-,193,37,-,-
152,2019-02-01,"Silvicultura, extracción de madera (22)","270,408","155,983","22,167",7,"8,504","42,347","68,867","1,298","14,990",324,"1,619","2,169",1,"8,570","145,951","2,533",621,"6,938",901,500,419,"16,569","11,865","1,362","4,270"
153,2019-02-01,Pesca (23),"797,784","39,315","985,799",-,"2,660","10,286","1,015","734,043","10,983",53,93,125,-,"5,882",403,263,"1,938",340,"39,477",1,"2,807","1,683",38,"2,693",-
154,2019-02-01,Explotación de minas y canteras,"82,753,044","523,240","361,373","14,705","591,560","37,307","8,812","1,061,889","62,679",128,"203,573","54,826","2,654","724,936","14,285","4,568,053","118,737","75,561","292,270","38,564","198,590","464,870","27,875","23,778","667,231"
155,2019-02-01,"Extracción de carbón, lignito y turba","2,919,978","181,313","71,011","12,523","247,924","30,125","5,135","46,305","49,762",-,"1,173","19,130",-,"54,993","3,116","61,622","19,106","12,244","27,667","10,398","42,433","204,804","9,261","2,483","26,326"
156,2019-02-01,Extracción de petróleo crudo y gas natural (24),"63,111,238","34,013","18,750",455,"12,875",911,457,"881,003",877,-,"2,097","11,164","1,335","182,667",162,"4,424,424","75,327","9,033",812,658,"123,111","1,606",298,"16,685","1,711"
157,2019-02-01,Extracción de minerales de uranio y torio,"28,986",304,"3,003",-,14,-,60,672,"1,532",-,707,-,-,536,-,5,-,919,-,-,-,149,-,-,564
158,2019-02-01,Extracción de minerales metalíferos,"625,759","6,759","7,917",59,"2,999",163,"1,369","4,976",154,-,"2,628",-,-,"3,104",271,"7,843",427,"1,312","139,074",252,"4,066","1,484",627,-,"2,889"
159,2019-02-01,Otros,"16,067,081","300,851","260,693","1,667","327,748","6,108","1,790","128,935","10,355",128,"196,969","24,532","1,319","483,636","10,735","74,159","23,877","52,054","124,717","27,255","28,980","256,826","17,688","4,610","635,740"
160,2019-02-01,Industria manufacturera,"260,906,638","47,815,567","26,113,877","103,616","20,588,799","1,042,178","692,484","955,002","3,610,312","81,136","2,241,733","688,764","723,144","8,073,806","3,706,666","1,517,747","978,288","4,026,088","1,034,312","768,277","243,039","42,341,077","300,615","3,520,459","3,831,093"
161,2019-02-01,Elaboración de productos alimenticios y bebidas,"79,095,905","9,191,401","9,271,133","66,411","6,994,576","668,359","115,765","199,096","2,659,235","19,788","1,184,977","425,238","532,241","6,695,634","2,564,287","160,910","672,715","2,595,065","506,195","12,205","181,968","21,815,362","118,872","15,140","2,599,461"
162,2019-02-01,Prod. y proc. de carnes y vegetales (25),"42,910,368","3,766,045","3,970,560","63,764","3,324,967","53,327","30,822","161,570","2,257,364","3,578","27,968","227,340","328,639","1,071,614","1,459,382","95,164","409,080","1,142,248","355,904","5,840","162,369","17,254,686","15,153","3,629","1,860,472"
163,2019-02-01,Elaboración de productos lácteos,"2,603,611","415,204","160,673",-,"976,580",119,928,"5,644","27,330",-,311,351,"1,018","6,648","1,726","3,435",710,"5,163","18,021",218,"2,895","3,195,676",89,256,"1,835"
164,2019-02-01,Elaboración de productos de molinería (26),"6,423,575","2,482,481","3,986,034",315,"407,722","5,901","51,911","7,961","91,585",907,"2,088","179,315",83,"16,143","4,858","2,917","60,276","28,127","47,315",690,"12,092","415,295",314,"2,257","1,099"
165,2019-02-01,Elaboración de bebidas,"10,327,645","1,745,308","556,121","1,645","750,972","15,156","3,877","13,924","205,176","14,333",871,"9,499","192,540","5,402,002","3,355","45,786","185,701","1,185,080","61,968","2,666","2,920","28,334","36,976","2,256","153,100"
166,2019-02-01,Otros,"16,830,707","782,362","597,745",688,"1,534,333","593,857","28,227","9,997","77,780",971,"1,153,740","8,734","9,960","199,227","1,094,966","13,608","16,948","234,448","22,986","2,793","1,692","921,370","66,339","6,742","582,955"
167,2019-02-01,Fabricación de productos textiles y de cuero,"15,969,522","4,438,747","1,099,726","8,625","432,567","118,883","224,072","482,301","75,002","31,803","5,011","6,108","143,585","107,721","23,362","13,213","12,077","14,537","54,957","75,442","3,358","1,177,144","19,446","184,576","19,977"
168,2019-02-01,Productos textiles,"6,502,110","1,411,199","608,422","2,179","200,302","112,951","215,215","476,318","30,816","29,335",948,"5,204",260,"25,043","1,434","7,652","6,463","8,446","19,756","4,533","1,955","784,904",355,"70,974","5,587"
169,2019-02-01,Prendas de vestir (27),"4,041,670","1,224,742","448,010","5,683","172,660","5,375","4,559","4,401","38,065",24,"2,808",626,544,"78,736","21,584","2,400","5,252","5,114","29,865","69,655",574,"178,146","1,137","75,741","11,096"
170,2019-02-01,Curtido y terminación de cueros (28),"5,425,741","1,802,807","43,294",763,"59,605",557,"4,297","1,582","6,122","2,444","1,256",277,"142,781","3,943",344,"3,162",362,977,"5,335","1,255",828,"214,093","17,954","37,861","3,293"
171,2019-02-01,Fabricación de sustancias y productos químicos,"43,017,345","10,319,952","5,209,199","2,119","2,588,355","27,426","24,528","3,894","122,545","9,668","1,646","2,630",440,"123,288","10,975","3,552","16,473","520,721","204,804","506,321","6,336","1,871,555","1,421","74,880","424,383"
172,2019-02-01,"Fabricación de maquinaria, equipos e instrumentos","20,736,126","3,619,618","1,857,668","8,114","3,610,460","7,512","54,848","16,706","107,446","1,342","4,957","95,192","10,448","299,204","15,461","171,780","28,676","39,337","27,610","42,202","4,904","5,134,868","42,843","2,762,527","67,750"
173,2019-02-01,Fabricación de maquinaria y equipo,"20,133,857","3,391,751","1,725,169","7,465","3,361,334","6,960","53,749","15,189","65,959","1,342","4,180","94,369",869,"293,624","12,555","169,148","20,162","37,618","27,336","11,540","3,136","5,000,121","42,556","2,761,298","67,215"
174,2019-02-01,"Maq. de oficina, contabilidad e informática","5,046,229","593,266","683,893",1,"314,350",110,115,842,841,95,"1,195","3,932",54,"42,314",110,"2,414","1,622",501,"1,644","1,502",36,"271,034",174,"291,104",875
175,2019-02-01,"Radio, televisión y comunicaciones","5,610,423","178,491","10,433",5,"15,827","1,655",386,997,566,-,77,5,-,565,"3,646",13,9,524,60,968,278,"41,094",37,"2,284,064",276
176,2019-02-01,Maquinarias y aparatos eléctricos (29),"1,881,544","1,195,451","149,687","5,852","354,118",509,"3,597","5,187","19,633",-,628,"1,001",199,"175,339",521,"108,349","5,870","6,214",778,"1,581",28,"1,509,694",469,"116,734","19,320"
177,2019-02-01,Otras maquinarias y equipos,"7,595,661","1,424,544","881,156","1,607","2,677,040","4,687","49,652","8,163","44,918","1,247","2,279","89,432",615,"75,406","8,278","58,372","12,661","30,380","24,854","7,489","2,794","3,178,299","41,876","69,396","46,744"
178,2019-02-01,"Instrum. médicos, ópticos y de precisión (30)","602,268","227,867","132,499",649,"249,127",552,"1,099","1,517","41,487",-,777,822,"9,579","5,579","2,906","2,632","8,514","1,719",274,"30,662","1,767","134,747",286,"1,229",535
179,2019-02-01,Fabricación de vehículos y equipo de transporte,"31,574,362","4,375,577","1,204,232",162,"3,735,006",291,"76,709","17,964","112,346",532,233,"1,458",-,"12,037","3,287","4,187","56,468",814,"15,188","5,696","6,999","3,191,491","2,059","54,473","2,347"
